%time bm_in carrier bask_out rec_wv lps_wv bm_out
6.8525e-06 1 -0.707106781186 -0.707106781186 0.707106781186 0.568702855844 1
6.853e-06 1 -0.809016994375 -0.809016994375 0.809016994375 0.578383554231 1
6.8535e-06 1 -0.891006524188 -0.891006524188 0.891006524188 0.592270141523 1
6.854e-06 1 -0.951056516295 -0.951056516295 0.951056516295 0.609077577198 1
6.8545e-06 1 -0.987688340595 -0.987688340595 0.987688340595 0.627497114675 1
6.855e-06 1 -1 -1 1 0.646226062084 1
6.8555e-06 1 -0.987688340595 -0.987688340595 0.987688340595 0.66399751996 1
6.856e-06 1 -0.951056516295 -0.951056516295 0.951056516295 0.679609357187 1
6.8565e-06 1 -0.891006524188 -0.891006524188 0.891006524188 0.691951705586 1
6.857e-06 1 -0.809016994375 -0.809016994375 0.809016994375 0.700032290342 1
6.8575e-06 1 -0.707106781187 -0.707106781187 0.707106781187 0.702998967054 1
6.858e-06 1 -0.587785252292 -0.587785252292 0.587785252292 0.700158905236 1
6.8585e-06 1 -0.453990499739 -0.453990499739 0.453990499739 0.690993940958 1
6.859e-06 1 -0.309016994375 -0.309016994375 0.309016994375 0.675171715895 1
6.8595e-06 1 -0.15643446504 -0.15643446504 0.15643446504 0.652552324039 1
6.86e-06 1 1.07838542783e-13 1.07838542783e-13 1.07838542783e-13 0.62319029817 1
6.8605e-06 1 0.15643446504 0.15643446504 0.15643446504 0.595329362129 1
6.861e-06 1 0.309016994375 0.309016994375 0.309016994375 0.576791791654 1
6.8615e-06 1 0.45399049974 0.45399049974 0.45399049974 0.566807981328 1
6.862e-06 1 0.587785252293 0.587785252293 0.587785252293 0.564460384359 1
6.8625e-06 1 0.707106781187 0.707106781187 0.707106781187 0.568702901176 1
6.863e-06 1 0.809016994375 0.809016994375 0.809016994375 0.578383597246 1
6.8635e-06 1 0.891006524188 0.891006524188 0.891006524188 0.592270182339 1
6.864e-06 1 0.951056516295 0.951056516295 0.951056516295 0.609077615927 1
6.8645e-06 1 0.987688340595 0.987688340595 0.987688340595 0.627497151424 1
6.865e-06 1 1 1 1 0.646226096954 1
6.8655e-06 1 0.987688340595 0.987688340595 0.987688340595 0.663997553048 1
6.866e-06 1 0.951056516295 0.951056516295 0.951056516295 0.679609388583 1
6.8665e-06 1 0.891006524188 0.891006524188 0.891006524188 0.691951735377 1
6.867e-06 1 0.809016994375 0.809016994375 0.809016994375 0.70003231861 1
6.8675e-06 1 0.707106781187 0.707106781187 0.707106781187 0.702998993877 1
6.868e-06 1 0.587785252292 0.587785252292 0.587785252292 0.700158930688 1
6.8685e-06 1 0.453990499739 0.453990499739 0.453990499739 0.690993965108 1
6.869e-06 1 0.309016994375 0.309016994375 0.309016994375 0.675171738811 1
6.8695e-06 1 0.15643446504 0.15643446504 0.15643446504 0.652552345783 1
6.87e-06 1 1.66288966104e-14 1.66288966104e-14 1.66288966104e-14 0.623190318803 1
6.8705e-06 1 -0.15643446504 -0.15643446504 0.15643446504 0.595329381706 1
6.871e-06 1 -0.309016994375 -0.309016994375 0.309016994375 0.576791810231 1
